sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,lat,long,type_apartment,type_condo,type_cottage/cabin,type_duplex,type_flat,type_house,type_in-law,type_loft,type_manufactured,type_townhouse
1520,4,2.0,0,0,1,0,0,0,39.8647,-86.1181,1,0,0,0,0,0,0,0,0,0
856,2,1.0,1,1,1,0,0,0,28.0922,-81.9675,1,0,0,0,0,0,0,0,0,0
1132,2,2.0,0,0,1,0,0,0,40.4142,-105.002,1,0,0,0,0,0,0,0,0,0
1456,3,2.0,0,0,1,0,0,0,35.5393,-82.518,1,0,0,0,0,0,0,0,0,0
818,1,1.0,1,1,1,0,0,0,42.3361,-71.5976,1,0,0,0,0,0,0,0,0,0
600,1,1.0,0,0,1,0,0,0,40.5688,-105.093,1,0,0,0,0,0,0,0,0,0
757,1,1.0,1,1,0,1,0,0,44.8515,-93.4506,1,0,0,0,0,0,0,0,0,0
950,2,1.0,0,0,0,0,0,0,46.8564,-96.8123,0,1,0,0,0,0,0,0,0,0
500,1,1.0,1,1,0,0,0,0,47.201,-122.221,1,0,0,0,0,0,0,0,0,0
1145,2,1.5,1,1,1,0,0,0,43.195,-77.7865,0,0,0,0,0,0,0,0,0,1
551,1,1.0,1,1,1,0,0,0,40.0526,-76.3143,1,0,0,0,0,0,0,0,0,0
662,1,1.0,1,1,1,0,0,0,37.9704,-84.4721,1,0,0,0,0,0,0,0,0,0
654,1,1.0,0,0,1,0,0,0,39.3319,-84.5264,1,0,0,0,0,0,0,0,0,0
456,1,1.0,0,0,1,0,0,0,31.6403,-97.0963,1,0,0,0,0,0,0,0,0,0
1385,3,2.0,1,1,1,0,0,0,27.3879,-82.5056,1,0,0,0,0,0,0,0,0,0
1384,3,2.0,0,0,0,0,0,0,26.6103,-82.0001,0,0,0,0,0,1,0,0,0,0
1508,3,2.0,1,1,1,0,0,0,30.459,-90.9027,0,0,0,0,0,1,0,0,0,0
830,2,1.0,1,1,1,0,0,0,32.2352,-110.808,1,0,0,0,0,0,0,0,0,0
857,1,1.0,1,1,1,0,0,0,39.9478,-74.9036,1,0,0,0,0,0,0,0,0,0
1459,3,2.0,0,0,1,0,0,0,34.962,-120.426,0,0,0,0,0,1,0,0,0,0
900,2,2.0,0,1,1,0,0,0,26.1323,-98.1994,1,0,0,0,0,0,0,0,0,0
683,1,1.0,1,1,0,1,0,0,39.5296,-107.325,1,0,0,0,0,0,0,0,0,0
792,2,1.0,1,1,1,0,0,0,34.7375,-77.4628,1,0,0,0,0,0,0,0,0,0
1200,3,1.5,1,1,1,0,0,0,37.9744,-87.4742,1,0,0,0,0,0,0,0,0,0
748,1,1.0,1,1,0,1,0,0,40.2507,-74.0486,1,0,0,0,0,0,0,0,0,0
805,1,1.0,1,1,1,0,0,0,38.953,-76.4784,1,0,0,0,0,0,0,0,0,0
1093,2,2.5,1,1,1,0,0,0,38.2753,-77.5337,1,0,0,0,0,0,0,0,0,0
1216,2,2.0,1,1,1,1,0,0,32.5161,-84.9785,1,0,0,0,0,0,0,0,0,0
1112,2,2.0,1,1,0,0,0,0,41.2321,-96.1097,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,0,1,0,0,0,34.2448,-118.536,1,0,0,0,0,0,0,0,0,0
480,0,1.0,1,1,1,0,0,0,30.619,-96.3185,1,0,0,0,0,0,0,0,0,0
830,1,1.0,1,1,0,1,0,0,36.8554,-76.3647,1,0,0,0,0,0,0,0,0,0
1025,2,1.0,0,0,0,0,0,0,41.4537,-81.8097,1,0,0,0,0,0,0,0,0,0
960,2,1.0,1,1,1,1,1,0,39.0299,-96.8396,1,0,0,0,0,0,0,0,0,0
738,1,1.0,1,1,1,0,0,0,33.8465,-84.4855,1,0,0,0,0,0,0,0,0,0
1364,2,2.0,1,1,0,0,0,0,43.2172,-77.4328,0,0,0,0,0,0,0,0,0,1
435,1,1.0,0,0,0,1,0,1,26.9049,-82.0464,1,0,0,0,0,0,0,0,0,0
783,2,1.0,1,1,1,0,0,0,38.0936,-78.5611,1,0,0,0,0,0,0,0,0,0
470,1,1.0,1,1,1,0,0,0,61.1695,-149.838,1,0,0,0,0,0,0,0,0,0
764,1,1.0,0,0,1,0,0,0,40.865,-73.6277,1,0,0,0,0,0,0,0,0,0
620,1,1.0,1,1,1,0,0,0,40.5255,-105.058,1,0,0,0,0,0,0,0,0,0
893,1,1.0,1,1,0,0,0,0,40.7371,-96.5957,1,0,0,0,0,0,0,0,0,0
784,1,1.0,1,1,0,0,0,0,30.3949,-86.4692,1,0,0,0,0,0,0,0,0,0
1121,2,2.0,1,1,1,0,0,0,45.533,-122.917,1,0,0,0,0,0,0,0,0,0
1226,2,2.0,0,0,1,0,0,0,40.6152,-111.885,1,0,0,0,0,0,0,0,0,0
1207,2,2.5,0,0,0,0,0,0,32.8946,-96.7162,1,0,0,0,0,0,0,0,0,0
825,2,1.0,1,1,1,0,0,0,42.7029,-84.4341,1,0,0,0,0,0,0,0,0,0
1306,3,2.0,0,0,1,0,0,0,33.3813,-86.7046,1,0,0,0,0,0,0,0,0,0
960,2,1.5,1,1,1,0,0,0,42.0453,-91.6387,1,0,0,0,0,0,0,0,0,0
748,1,1.0,1,1,1,0,0,0,38.0749,-78.4707,1,0,0,0,0,0,0,0,0,0
566,1,1.0,1,1,1,0,0,0,30.7035,-95.544,1,0,0,0,0,0,0,0,0,0
1134,2,2.0,1,1,1,0,0,0,42.9332,-72.2926,1,0,0,0,0,0,0,0,0,0
787,2,1.0,1,1,1,0,0,0,61.1892,-149.895,1,0,0,0,0,0,0,0,0,0
694,1,1.0,1,1,1,0,0,0,47.7772,-117.405,1,0,0,0,0,0,0,0,0,0
1093,2,2.0,1,1,1,0,0,0,40.0377,-75.5087,1,0,0,0,0,0,0,0,0,0
943,2,2.0,1,1,1,0,0,0,26.2534,-81.7644,1,0,0,0,0,0,0,0,0,0
1682,3,2.0,1,1,1,0,0,0,37.1538,-93.2821,0,0,0,0,0,1,0,0,0,0
960,2,2.0,0,0,1,0,0,0,35.4834,-97.6299,1,0,0,0,0,0,0,0,0,0
1090,2,2.0,1,1,0,1,0,0,30.3764,-97.7078,1,0,0,0,0,0,0,0,0,0
576,1,1.0,0,0,1,0,0,0,37.6636,-120.989,1,0,0,0,0,0,0,0,0,0
912,2,1.0,0,0,1,0,0,0,39.0609,-76.724,1,0,0,0,0,0,0,0,0,0
960,1,1.0,1,1,1,0,0,0,30.2007,-85.8136,1,0,0,0,0,0,0,0,0,0
816,1,1.0,1,1,1,0,0,0,30.0918,-97.8534,1,0,0,0,0,0,0,0,0,0
840,2,1.0,0,0,1,0,0,0,32.798,-80.003,1,0,0,0,0,0,0,0,0,0
857,2,1.0,0,0,1,0,0,0,36.8881,-76.1446,1,0,0,0,0,0,0,0,0,0
825,2,1.0,0,0,1,0,0,0,43.0031,-76.1401,1,0,0,0,0,0,0,0,0,0
1080,2,2.0,1,1,1,0,0,0,39.2547,-94.6354,1,0,0,0,0,0,0,0,0,0
727,1,1.0,1,1,1,0,0,0,44.077,-103.172,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,39.3135,-84.2719,1,0,0,0,0,0,0,0,0,0
724,1,1.0,0,0,1,0,0,0,35.0465,-81.9818,1,0,0,0,0,0,0,0,0,0
915,3,1.0,1,1,1,0,0,0,34.9367,-120.235,0,0,0,0,0,1,0,0,0,0
610,1,1.0,1,1,0,0,0,0,47.6928,-116.785,1,0,0,0,0,0,0,0,0,0
592,1,1.0,1,1,0,0,0,0,45.5101,-122.822,1,0,0,0,0,0,0,0,0,0
700,1,1.0,0,0,0,1,0,1,44.7748,-85.5042,0,1,0,0,0,0,0,0,0,0
936,2,1.0,1,0,1,0,0,0,43.0973,-77.7506,1,0,0,0,0,0,0,0,0,0
1550,3,3.0,1,1,0,0,0,0,33.7855,-78.9808,0,0,0,0,0,0,0,0,0,1
1388,4,4.0,0,0,0,1,0,1,29.6808,-82.4303,1,0,0,0,0,0,0,0,0,0
850,2,1.0,0,0,1,0,0,0,39.7535,-75.594,1,0,0,0,0,0,0,0,0,0
950,2,2.0,1,1,0,1,0,0,36.0532,-94.1804,1,0,0,0,0,0,0,0,0,0
700,1,1.0,0,0,0,0,0,1,40.508,-105.065,0,1,0,0,0,0,0,0,0,0
970,3,2.0,1,1,1,1,0,1,42.3547,-83.2168,0,0,0,0,0,1,0,0,0,0
1700,3,2.0,0,0,1,0,0,0,38.9146,-123.709,0,0,0,0,0,1,0,0,0,0
460,1,1.0,1,1,1,0,0,0,43.0695,-89.3915,1,0,0,0,0,0,0,0,0,0
1100,2,2.0,1,1,1,0,0,0,39.7077,-105.075,1,0,0,0,0,0,0,0,0,0
1150,2,2.0,0,0,1,0,0,0,40.325,-75.9442,1,0,0,0,0,0,0,0,0,0
708,1,1.0,1,1,1,1,0,0,30.2048,-93.2251,1,0,0,0,0,0,0,0,0,0
1091,1,1.0,0,0,0,1,0,1,41.0115,-76.4384,1,0,0,0,0,0,0,0,0,0
1152,2,1.0,1,1,1,0,0,0,40.7703,-111.884,1,0,0,0,0,0,0,0,0,0
875,2,1.0,1,1,1,0,0,0,36.8248,-119.713,1,0,0,0,0,0,0,0,0,0
690,1,1.0,1,0,1,0,0,0,43.0962,-78.9508,1,0,0,0,0,0,0,0,0,0
567,1,1.0,1,1,0,0,0,0,33.4515,-82.0301,1,0,0,0,0,0,0,0,0,0
850,2,2.0,1,1,1,0,0,0,32.7793,-117.017,1,0,0,0,0,0,0,0,0,0
890,2,1.0,1,1,1,0,0,0,33.6493,-86.7057,1,0,0,0,0,0,0,0,0,0
1173,2,1.0,1,1,0,1,0,0,40.6278,-75.3928,0,0,0,0,0,1,0,0,0,0
820,2,1.0,1,1,0,0,0,1,31.078,-97.7145,1,0,0,0,0,0,0,0,0,0
1115,1,1.5,0,0,0,0,0,0,41.2175,-73.0549,0,0,0,0,0,0,0,0,0,1
745,1,1.0,1,1,1,0,0,0,29.8817,-90.0441,1,0,0,0,0,0,0,0,0,0
800,2,1.0,0,0,0,0,0,0,39.4544,-123.377,0,0,0,1,0,0,0,0,0,0
1600,3,2.0,0,0,0,0,0,0,26.6065,-81.9502,0,1,0,0,0,0,0,0,0,0
988,2,2.0,1,1,1,0,0,0,45.4505,-122.865,1,0,0,0,0,0,0,0,0,0
1035,1,1.0,1,1,1,0,0,0,39.6793,-104.884,1,0,0,0,0,0,0,0,0,0
904,1,1.5,1,1,0,0,0,0,33.1563,-87.5607,0,0,0,0,0,0,0,0,0,1
850,2,2.0,1,1,1,0,0,0,25.7873,-80.1564,1,0,0,0,0,0,0,0,0,0
941,2,2.0,1,1,1,0,0,0,29.6169,-98.6252,1,0,0,0,0,0,0,0,0,0
783,1,1.0,1,1,1,0,0,0,34.1231,-79.6893,1,0,0,0,0,0,0,0,0,0
900,2,2.0,0,1,1,0,0,0,36.0351,-79.8694,1,0,0,0,0,0,0,0,0,0
725,2,1.5,1,1,0,0,0,0,33.9519,-98.5145,1,0,0,0,0,0,0,0,0,0
795,1,1.0,1,1,1,0,0,0,30.2166,-97.8508,1,0,0,0,0,0,0,0,0,0
1140,2,1.5,1,1,1,0,0,0,43.4141,-84.0206,1,0,0,0,0,0,0,0,0,0
1035,2,2.0,1,1,1,0,0,0,36.1412,-115.208,1,0,0,0,0,0,0,0,0,0
900,2,1.0,0,0,1,0,0,0,38.8459,-86.5055,1,0,0,0,0,0,0,0,0,0
1560,3,2.0,1,1,1,0,0,0,34.6585,-86.5366,1,0,0,0,0,0,0,0,0,0
825,2,1.5,1,1,1,0,0,0,39.1937,-96.5747,1,0,0,0,0,0,0,0,0,0
676,1,1.0,1,1,1,1,0,0,39.3079,-84.4931,1,0,0,0,0,0,0,0,0,0
737,1,1.0,1,1,1,0,0,0,37.7808,-121.234,1,0,0,0,0,0,0,0,0,0
1235,3,2.0,1,1,0,0,0,0,47.8948,-122.199,1,0,0,0,0,0,0,0,0,0
1274,2,2.0,1,1,1,0,0,0,40.4587,-74.305,1,0,0,0,0,0,0,0,0,0
720,1,1.0,1,1,1,0,0,0,35.1929,-101.927,1,0,0,0,0,0,0,0,0,0
756,2,1.0,0,0,1,0,0,0,36.1728,-95.9131,0,0,0,1,0,0,0,0,0,0
970,2,1.0,1,1,1,0,0,0,42.7388,-84.4764,1,0,0,0,0,0,0,0,0,0
1090,3,1.0,1,1,1,0,0,0,47.8982,-97.0774,1,0,0,0,0,0,0,0,0,0
968,2,1.5,1,1,1,0,0,0,39.7701,-89.6682,0,0,0,0,0,0,0,0,0,1
850,2,1.5,0,0,1,0,0,0,38.9746,-92.7483,0,0,0,0,0,1,0,0,0,0
1144,2,2.0,0,0,1,0,0,0,39.8805,-74.9706,1,0,0,0,0,0,0,0,0,0
600,1,1.0,1,1,1,1,0,1,,,1,0,0,0,0,0,0,0,0,0
685,1,1.0,0,0,1,0,0,0,36.1428,-80.3069,1,0,0,0,0,0,0,0,0,0
890,2,1.0,1,1,1,0,0,0,38.6359,-90.1944,1,0,0,0,0,0,0,0,0,0
762,1,1.0,1,1,0,1,1,0,37.3953,-122.078,1,0,0,0,0,0,0,0,0,0
758,1,1.0,1,1,0,0,0,0,48.1723,-103.624,1,0,0,0,0,0,0,0,0,0
1200,3,1.5,0,0,1,0,0,0,41.3404,-75.7851,1,0,0,0,0,0,0,0,0,0
730,1,1.0,1,1,1,0,0,0,36.22,94.1248,1,0,0,0,0,0,0,0,0,0
685,1,1.0,0,0,1,0,0,0,36.1517,-79.8711,1,0,0,0,0,0,0,0,0,0
1500,2,1.5,1,1,1,0,0,0,40.0958,-82.9354,1,0,0,0,0,0,0,0,0,0
641,1,1.0,1,1,1,0,0,0,38.9928,-94.6771,1,0,0,0,0,0,0,0,0,0
740,1,1.0,1,1,1,0,0,0,41.7766,-71.4383,1,0,0,0,0,0,0,0,0,0
1414,3,2.0,1,1,0,0,0,0,35.6884,-84.0769,1,0,0,0,0,0,0,0,0,0
1002,2,2.0,1,1,1,0,0,0,28.2943,-80.7295,1,0,0,0,0,0,0,0,0,0
539,1,1.0,0,0,1,0,0,0,32.3044,-95.27,1,0,0,0,0,0,0,0,0,0
1000,2,2.5,0,0,1,0,0,0,27.9433,-82.4841,1,0,0,0,0,0,0,0,0,0
1162,2,2.0,1,1,1,1,0,0,35.0333,-85.1445,1,0,0,0,0,0,0,0,0,0
685,1,1.0,0,0,1,0,0,0,35.0583,-79.008,1,0,0,0,0,0,0,0,0,0
1408,3,2.0,1,1,1,0,0,0,30.2007,-85.8136,1,0,0,0,0,0,0,0,0,0
2000,3,2.0,1,1,1,0,0,0,40.3847,-74.3894,0,0,0,0,0,1,0,0,0,0
600,1,1.0,1,1,1,0,0,0,30.6045,-96.3123,1,0,0,0,0,0,0,0,0,0
2300,2,1.0,0,0,1,0,0,1,27.0478,-82.2416,0,0,0,0,0,1,0,0,0,0
406,0,1.0,1,1,1,0,0,0,32.0749,-81.0883,1,0,0,0,0,0,0,0,0,0
980,2,1.0,1,1,1,0,0,0,39.3769,-76.6627,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,1,0,0,0,40.6156,-111.893,1,0,0,0,0,0,0,0,0,0
1040,2,2.0,1,1,1,0,0,0,36.0672,-95.9604,1,0,0,0,0,0,0,0,0,0
1575,3,2.0,1,1,0,0,0,0,30.4241,-91.1204,1,0,0,0,0,0,0,0,0,0
1100,2,1.5,1,1,1,0,0,0,32.3739,-90.1293,1,0,0,0,0,0,0,0,0,0
751,1,1.0,0,0,1,0,0,0,36.0877,-94.3093,1,0,0,0,0,0,0,0,0,0
1446,3,3.0,1,1,1,0,0,0,34.2331,-77.9029,1,0,0,0,0,0,0,0,0,0
1550,3,2.0,0,0,0,0,0,1,43.7534,-87.7058,0,0,0,0,0,1,0,0,0,0
550,0,1.0,1,1,1,0,0,0,36.9918,-86.4229,1,0,0,0,0,0,0,0,0,0
779,1,1.0,1,1,1,0,0,0,31.9948,-81.12,1,0,0,0,0,0,0,0,0,0
940,2,1.0,1,1,1,0,0,0,27.4629,-82.579,1,0,0,0,0,0,0,0,0,0
725,1,1.0,1,0,1,0,0,0,42.6282,-83.0168,0,1,0,0,0,0,0,0,0,0
1000,3,1.0,0,0,0,0,1,0,35.7576,-81.3289,1,0,0,0,0,0,0,0,0,0
820,1,1.0,1,1,1,0,0,0,44.0682,-123.082,1,0,0,0,0,0,0,0,0,0
300,0,1.0,0,0,0,0,0,1,26.6695,-82.1423,1,0,0,0,0,0,0,0,0,0
417,0,1.0,1,1,0,0,0,0,39.734,-94.8171,1,0,0,0,0,0,0,0,0,0
614,1,1.0,1,1,1,0,0,0,29.5613,-97.9628,1,0,0,0,0,0,0,0,0,0
1232,3,2.0,1,1,1,0,0,0,38.4882,-90.3488,1,0,0,0,0,0,0,0,0,0
2411,4,3.0,1,1,1,0,0,1,38.9348,-92.3639,0,0,0,0,0,1,0,0,0,0
1150,3,1.0,1,1,1,0,0,0,42.247,-71.7872,1,0,0,0,0,0,0,0,0,0
1300,3,1.0,1,1,1,0,1,0,41.3179,-72.9509,1,0,0,0,0,0,0,0,0,0
1236,3,1.0,0,1,1,0,0,0,40.6068,-75.4781,0,0,0,0,0,1,0,0,0,0
740,2,1.0,0,0,0,0,0,0,46.8194,-92.0736,1,0,0,0,0,0,0,0,0,0
2256,4,2.0,1,1,1,0,0,0,33.3967,-86.8346,0,0,0,0,0,1,0,0,0,0
1100,2,2.0,1,1,1,0,0,0,34.103,-117.749,1,0,0,0,0,0,0,0,0,0
1074,2,2.0,0,0,1,0,0,0,28.3051,-81.4242,1,0,0,0,0,0,0,0,0,0
1185,2,2.0,0,0,1,0,0,0,34.1227,-118.757,1,0,0,0,0,0,0,0,0,0
913,1,1.0,1,1,1,0,0,0,41.7662,-72.6738,1,0,0,0,0,0,0,0,0,0
680,1,1.0,1,1,1,0,0,0,31.0917,-97.3648,1,0,0,0,0,0,0,0,0,0
1600,4,4.0,0,0,1,1,0,1,30.4428,-84.3379,1,0,0,0,0,0,0,0,0,0
1590,2,2.5,1,1,0,1,0,0,28.5075,-81.3763,1,0,0,0,0,0,0,0,0,0
803,1,1.0,1,1,0,0,0,0,36.0424,-95.958,1,0,0,0,0,0,0,0,0,0
2100,4,3.5,1,1,0,0,0,0,48.1733,-103.653,0,0,0,0,0,0,0,0,0,1
480,1,1.0,0,0,0,0,0,0,21.4213,-158.0,1,0,0,0,0,0,0,0,0,0
240,0,1.0,0,0,1,0,0,0,33.4951,-112.087,1,0,0,0,0,0,0,0,0,0
1192,2,2.0,1,1,1,0,0,0,31.9959,-81.2358,1,0,0,0,0,0,0,0,0,0
250,0,1.0,1,1,1,1,0,1,39.5357,-119.805,1,0,0,0,0,0,0,0,0,0
986,2,1.0,1,1,1,0,0,0,39.8053,-84.0198,1,0,0,0,0,0,0,0,0,0
1507,3,2.0,1,1,1,0,0,0,42.9856,-77.3688,1,0,0,0,0,0,0,0,0,0
1023,3,2.0,1,1,1,0,0,0,34.1069,-80.8623,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,26.2336,-98.1951,1,0,0,0,0,0,0,0,0,0
476,0,1.0,1,1,1,0,0,0,33.8195,-116.528,1,0,0,0,0,0,0,0,0,0
1400,3,1.5,0,0,0,0,0,0,46.6206,-91.702,0,0,0,0,0,1,0,0,0,0
920,1,1.0,1,1,1,0,0,0,36.0195,-115.047,1,0,0,0,0,0,0,0,0,0
637,1,1.0,0,0,1,0,0,0,39.0905,-94.5645,1,0,0,0,0,0,0,0,0,0
855,1,1.0,1,1,1,0,0,0,35.183,-78.9786,1,0,0,0,0,0,0,0,0,0
1832,3,2.0,1,1,0,0,0,0,43.1542,-89.5229,0,0,0,0,0,0,0,0,1,0
972,2,1.5,1,1,1,1,0,0,42.0312,-91.6322,1,0,0,0,0,0,0,0,0,0
966,2,2.0,1,1,1,0,0,0,39.4219,-77.4331,1,0,0,0,0,0,0,0,0,0
500,1,1.0,0,0,1,0,0,0,41.5905,-85.8437,1,0,0,0,0,0,0,0,0,0
693,1,1.0,1,1,0,0,0,0,36.8072,-119.718,1,0,0,0,0,0,0,0,0,0
925,2,1.0,0,0,1,0,0,0,40.1408,-75.3101,1,0,0,0,0,0,0,0,0,0
867,2,1.0,1,1,1,0,0,0,47.6496,-117.258,1,0,0,0,0,0,0,0,0,0
1058,2,0.0,1,1,1,0,0,0,44.9478,-93.0189,1,0,0,0,0,0,0,0,0,0
900,1,1.0,0,0,1,0,0,0,40.0294,-76.3364,1,0,0,0,0,0,0,0,0,0
1600,3,1.0,0,0,1,0,0,0,43.0714,-70.7682,1,0,0,0,0,0,0,0,0,0
765,1,1.0,1,1,1,1,0,0,37.5463,-77.441,1,0,0,0,0,0,0,0,0,0
875,2,1.0,1,1,1,0,0,0,35.045,-85.2965,1,0,0,0,0,0,0,0,0,0
980,2,2.0,1,1,1,0,0,0,30.3982,-87.2907,1,0,0,0,0,0,0,0,0,0
1250,2,2.0,1,1,1,0,0,1,42.6365,-73.5504,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,39.6069,-75.7187,1,0,0,0,0,0,0,0,0,0
1456,3,2.0,1,1,1,0,0,0,42.9621,-83.7231,0,0,0,0,0,0,0,0,1,0
995,1,1.5,0,0,0,0,0,0,26.1734,-97.6783,1,0,0,0,0,0,0,0,0,0
850,2,1.0,1,1,0,0,0,0,26.1734,-97.6783,1,0,0,0,0,0,0,0,0,0
883,2,2.0,1,1,1,0,0,0,34.1069,-80.8623,1,0,0,0,0,0,0,0,0,0
1130,2,2.0,1,1,0,0,0,0,39.0934,-76.7098,1,0,0,0,0,0,0,0,0,0
850,1,1.0,1,1,0,0,0,0,32.3735,-86.2052,1,0,0,0,0,0,0,0,0,0
1500,3,2.0,1,1,1,0,0,0,30.334,-84.287,1,0,0,0,0,0,0,0,0,0
1160,3,2.0,1,1,0,1,0,0,27.0498,-82.1288,1,0,0,0,0,0,0,0,0,0
1824,3,2.0,0,0,1,0,0,0,34.6217,-92.5161,0,0,0,0,0,1,0,0,0,0
710,1,1.0,1,1,0,1,0,0,40.5823,-74.2313,1,0,0,0,0,0,0,0,0,0
375,0,1.0,1,0,1,0,0,0,40.0477,-75.1361,1,0,0,0,0,0,0,0,0,0
427,0,1.0,0,0,1,0,0,0,38.8372,-77.064,1,0,0,0,0,0,0,0,0,0
1050,2,2.0,1,1,0,0,0,0,32.3735,-86.2052,1,0,0,0,0,0,0,0,0,0
1180,2,2.0,1,1,1,0,0,0,36.2604,-86.7046,1,0,0,0,0,0,0,0,0,0
1065,2,1.0,1,1,1,0,0,0,30.2626,-81.7307,1,0,0,0,0,0,0,0,0,0
670,2,1.0,0,0,1,0,0,0,33.9382,-84.5403,0,0,0,0,0,1,0,0,0,0
860,2,1.0,1,1,0,0,0,0,40.095,-88.2493,0,1,0,0,0,0,0,0,0,0
845,1,1.0,1,1,1,0,0,0,33.7606,-78.8493,1,0,0,0,0,0,0,0,0,0
1177,2,2.0,1,1,1,0,0,0,27.3879,-82.5056,1,0,0,0,0,0,0,0,0,0
60,3,1.0,0,0,0,0,0,0,39.9374,-75.2288,1,0,0,0,0,0,0,0,0,0
801,1,1.0,1,1,1,0,0,0,38.6577,-90.5531,1,0,0,0,0,0,0,0,0,0
525,1,1.0,1,1,1,0,0,0,31.1223,-97.7185,1,0,0,0,0,0,0,0,0,0
900,1,1.0,0,0,0,0,0,0,41.0592,-73.7395,1,0,0,0,0,0,0,0,0,0
775,1,1.0,1,1,1,0,0,0,38.0371,-121.264,1,0,0,0,0,0,0,0,0,0
1100,3,2.0,0,0,1,0,0,0,40.817,-77.889,1,0,0,0,0,0,0,0,0,0
750,1,1.0,1,1,1,0,0,0,35.1602,-89.7816,1,0,0,0,0,0,0,0,0,0
800,2,2.0,1,1,1,0,0,0,31.5171,-97.1939,1,0,0,0,0,0,0,0,0,0
780,2,1.0,1,1,1,0,0,0,41.5201,-71.3034,1,0,0,0,0,0,0,0,0,0
1228,3,2.0,1,1,1,0,0,0,33.5059,-81.6951,1,0,0,0,0,0,0,0,0,0
949,2,1.5,1,1,1,0,0,0,37.5952,-77.6078,0,0,0,0,0,0,0,0,0,1
2440,4,3.5,0,0,1,0,0,0,37.7623,-84.2713,0,0,0,0,0,1,0,0,0,0
667,1,1.0,0,0,1,0,0,0,34.0737,-118.372,0,0,0,0,0,1,0,0,0,0
1030,3,1.5,1,1,1,0,0,0,32.1405,-110.971,0,0,0,0,0,1,0,0,0,0
1460,2,2.0,1,1,0,0,0,0,43.5179,-96.7924,1,0,0,0,0,0,0,0,0,0
595,1,1.0,1,1,1,0,0,0,29.2055,-81.067,1,0,0,0,0,0,0,0,0,0
882,2,1.0,1,1,0,1,0,0,44.8692,-123.02,1,0,0,0,0,0,0,0,0,0
593,1,0.0,0,0,1,0,0,0,28.1384,-80.6524,1,0,0,0,0,0,0,0,0,0
2652,3,2.5,0,0,1,0,0,0,38.0995,-78.4085,0,0,0,0,0,1,0,0,0,0
1300,1,1.0,0,0,0,0,0,1,34.0959,-118.249,1,0,0,0,0,0,0,0,0,0
1194,3,2.0,1,1,1,0,0,0,28.8742,-81.911,1,0,0,0,0,0,0,0,0,0
1034,2,2.0,1,1,0,1,0,0,32.8712,-96.7602,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,1,0,0,0,31.1164,-97.7278,1,0,0,0,0,0,0,0,0,0
720,1,1.0,1,1,0,0,0,0,28.1384,-80.6524,1,0,0,0,0,0,0,0,0,0
767,1,1.0,0,0,1,0,0,0,39.8854,-105.114,1,0,0,0,0,0,0,0,0,0
600,1,1.0,0,0,0,0,0,0,40.4664,-79.9277,1,0,0,0,0,0,0,0,0,0
1289,3,2.0,1,1,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0
640,1,1.0,1,1,1,0,0,0,40.0928,-82.9934,1,0,0,0,0,0,0,0,0,0
3779,4,3.0,0,0,1,0,0,0,33.7643,-116.423,0,0,0,0,0,1,0,0,0,0
476,0,1.0,1,1,0,0,0,0,30.3271,-81.6681,1,0,0,0,0,0,0,0,0,0
650,2,1.0,1,1,1,0,0,0,31.7089,-106.329,1,0,0,0,0,0,0,0,0,0
900,2,1.0,1,1,1,0,0,0,37.058,-76.4607,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,37.343,-79.9613,1,0,0,0,0,0,0,0,0,0
575,1,1.0,1,1,1,0,0,0,30.2346,-97.7305,1,0,0,0,0,0,0,0,0,0
850,2,1.0,1,1,1,0,0,0,44.2751,-121.189,1,0,0,0,0,0,0,0,0,0
950,2,2.0,1,1,1,0,0,0,36.0948,-95.9655,1,0,0,0,0,0,0,0,0,0
1125,2,2.0,1,1,1,1,0,0,36.1795,-115.063,1,0,0,0,0,0,0,0,0,0
1400,2,1.0,0,0,0,0,0,0,39.1149,-84.5188,1,0,0,0,0,0,0,0,0,0
968,2,1.5,1,1,1,0,0,0,39.0237,-95.7558,1,0,0,0,0,0,0,0,0,0
560,1,1.0,0,0,1,0,0,0,39.6575,-79.9345,1,0,0,0,0,0,0,0,0,0
930,2,2.0,1,1,1,0,0,0,33.6493,-117.588,1,0,0,0,0,0,0,0,0,0
1256,2,2.0,1,1,0,1,0,0,30.3918,-87.6958,1,0,0,0,0,0,0,0,0,0
1550,3,2.5,0,0,0,0,0,0,44.5402,-93.5805,0,0,0,0,0,0,0,0,0,1
1167,2,2.0,0,0,1,0,0,0,39.5446,-119.891,1,0,0,0,0,0,0,0,0,0
900,2,1.0,1,1,0,1,0,0,34.6583,-86.7295,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,0,0,0,0,39.4916,-119.81,1,0,0,0,0,0,0,0,0,0
